"alias_id","alias","provider_id","mapped_product","product_id"
77459,HIGH SPEED DIESEL OIL 50PPM,,Gasoil 50ppm,1512
77460,HSD 10PPM,,Ultra Low Sulfur Diesel,2326
77461,nahptha,,Naphtha,1886
77462,gasoline 97ron,,"97 Gasoline",1028
77463,HSD 10 PPM & HDD (HIGH DENSITY DIESEL),,Ultra Low Sulfur Diesel,2326
77464,HIGH SPEED DIESEL(HSD),,Ultra Low Sulfur Diesel,2326
77465,BS VI HIGH SPEED DIESEL,213,Ultra Low Sulfur Diesel,2326
77466,BS VI HIGH SPEED DIESEL (HSD),213,Ultra Low Sulfur Diesel,2326
77467,RAW DIESEL OIL,,Gasoil,1510
77468,MS 90 RON,,"90 Gasoline",1016
77469,MS 90 2RON,213,"90 Gasoline",1016
77470,NAPTAHA,,Naphtha,1886
77471,NAPHTHA T.S,213,Naphtha,1886
77472,REFORMATE (NAPHTHA),213,Reformate,2098
77473,MS 91  RON,,"91 Gasoline",1018
77474,MS 10 PPM,213,Gasoline,1534
77475,MOTOR SPIRIT (MS),213,Gasoline,1534
77476,MS 91,213,"91 Gasoline",1018
77477,GASOLINE (MS),213,Gasoline,1534
77478,MS 88 RON,,"88 Gasoline",1012
77479,MS91 RON,,"91 Gasoline",1018
77481,UNDENATURED HYDROUS EXTRA NEUTRAL ALCHOHOL,114,Ethanol,1474
77483,ATF(L),4813,Jet,1644
77484,ATF(D),4813,Jet,1644
77485,atf ,4813,Jet,1644
77486, atf ,4813,Jet,1644
77487,atf(d),4813,Jet,1644
77488,High Flash High Speed Diesel,4813,Ultra Low Sulfur Diesel,2326
77489,MS (L),4813,Gasoline,1534
77490,MS(L),4813,Gasoline,1534
77491,MS(D),4813,Gasoline,1534
77492,ms ,4813,Gasoline,1534
77493, ms,4813,Gasoline,1534
77495,UNLEADED GASOLINE 92,,"92 Gasoline",1020
77496,UNLEADED GASOLINE 88,,"88 Gasoline",1012
77497,UNLEADED GASOLINE 91,,"91 Gasoline",1018
77498,UNLEADED GASOLINE 97RON,,"97 Gasoline",1028
77499,UNLEADED GASOLINE 90RON,,"90 Gasoline",1016
77500,UNLEADED GASOLINE 93RON,,"93 Gasoline",1022
77501,UNLEADED GASOLINE 88RON,,"88 Gasoline",1012
77502,UNLEADED GASOLINE 87RON,,"87 Gasoline",1010
77503,UNLEADED GASOLINE 91RON,4075,"91 Gasoline",1018
77504,UNLEADED GASOLINE 95RON(10PPM),4075,"95 Gasoline",1024
77505,"93 ron unleaded gasoline",,"93 Gasoline",1022
77506,"93 RON Unleaded Gasoline",,"93 Gasoline",1022
77507,"98 ron unleaded gasoline",,"98 Gasoline",1030
77508,Gasoline 90.5 RON,,"90 Gasoline",1016
77509,Gasoline 91 RON Unleaded,,"91 Gasoline",1018
77510,Gasoline (93 RON Unleaded Gasoline),,"93 Gasoline",1022
77511,Gasoline (95 RON GASOLINE),,"95 Gasoline",1024
77512,Gasoline (Gasoline 90 RON Unleaded),,"90 Gasoline",1016
77513,Gasoline (Gasoline 91 RON),,"91 Gasoline",1018
77514,Gasoline (GASOLINE 91 RON),,"91 Gasoline",1018
77515,Gasoline (Gasoline 92RON),,"92 Gasoline",1020
77516,Gasoline (Gasoline 92 RON Unleaded),,"92 Gasoline",1020
77517,Gasoline (Gasoline 93 RON),,"93 Gasoline",1022
77518,Gasoline (GASOLINE 93 RON),,"93 Gasoline",1022
77519,Gasoline (GASOLINE 98 RON),,"98 Gasoline",1030
77520,Gasoline Min RON 90,,"90 Gasoline",1016
77521,Gasoline (Mogas 92 - RON),,"92 Gasoline",1020
77522,Gasoline (Mogas 92 RON),,"92 Gasoline",1020
77523,Gasoline (Mogas 92-RON),,"92 Gasoline",1020
77524,Gasoline (Mogas 93 RON),,"93 Gasoline",1022
77525,Gasoline (Mogas 95 RON),,"95 Gasoline",1024
77526,Gasoline (Motor Spirit (Gasoline ) 95 RON),,"95 Gasoline",1024
77527,Gasoline (ULG 90 RON),,"90 Gasoline",1016
77528,Gasoline (Unleaded Gasoline 95 RON),,"95 Gasoline",1024
77529,mogas 92 - ron,,"92 Gasoline",1020
77530,Mogas 92- RON,,"92 Gasoline",1020
77531,Mogas-92 RON,,"92 Gasoline",1020
77532,Mogas 92 RON plus a Potential Line Content of Mogas 91 RON,,"92 Gasoline",1020
77533,Mogas RON 92 Undyed Non-Oxy,,"92 Gasoline",1020
77534,MOG:Unleaded Gasoline 95 RON,,"95 Gasoline",1024
77535,UNLEADED MOGAS 90 RON,,"90 Gasoline",1016
77536,Unleade Motor Gasoline 95 RON,,"95 Gasoline",1024
77537,Gasoline (93 RON Unleaded Gasoline),4890,"93 Gasoline",1022
77538,"93 RON Unleaded Gasoline",4890,"93 Gasoline",1022
77539,Aromatic Gasoline,,Gasoline,1534
77540,Eurograde Gasoline,,Gasoline,1534
77541,Gasoline 92 UNL,,"92 Gasoline",1020
77542,gasoline 92 unleaded,,"92 Gasoline",1020
77543,Gasoline 93 R,,"93 Gasoline",1022
77544,Gasoline 93 R Unleaded,,"93 Gasoline",1022
77545,Gasoline 95 (PRC),,"95 Gasoline",1024
77546,Gasoline 95R,,"95 Gasoline",1024
77547,Gasoline (95R),,"95 Gasoline",1024
77548,Gasoline 95 R,,"95 Gasoline",1024
77549,GASOLINE 95 UAE SUMMER – NEW SPEC - NON OXY,,"95 Gasoline",1024
77550,gasoline a92,,"92 Gasoline",1020
77551,Gasoline A92,,"92 Gasoline",1020
77552,Gasoline (AHM),,Gasoline,1534
77553,Gasoline (Aromatics Hydrocarbon Mixture),,Gasoline,1534
77554,Gasoline (C5+),,Gasoline,1534
77556,Gasoline (Gasoline,,Gasoline,1534
77557,Gasoline (Gasoline 91),,"91 Gasoline",1018
77558,Gasoline (GASOLINE 91),,"91 Gasoline",1018
77559,Gasoline (Gasoline 92),,"92 Gasoline",1020
77560,Gasoline (Gasoline (92 UNL)),,"92 Gasoline",1020
77561,Gasoline (GASOLINE 92 UNLEADED),,"92 Gasoline",1020
77562,Gasoline (Gasoline (95 UNL)),,"95 Gasoline",1024
77563,Gasoline (GASOLINE 95 UNLEADED),,"95 Gasoline",1024
77565,Gasoline (Gasoline Ghana Spec),,Gasoline,1534
77566,Gasoline (Gasoline - Mogas),,Gasoline,1534
77567,Gasoline (Gasoline Unleaded ( A1-92K5)),,Gasoline,1534
77568,Gasoline (Gasoline US RBOB),,RBOB,2092
77569,Gasoline Ghana Spec,,Gasoline,1534
77570,Gasoline (Isomerate),,Isomerate,2561
77571,Gasoline (ISOMERATE),,Isomerate,2561
77572,Gasoline - Mogas,,Gasoline,1534
77573,Gasoline (MOGAS 90R),,"90 Gasoline",1016
77574,Gasoline (Mogas 91R),,"91 Gasoline",1018
77575,Gasoline (Mogas 92R),,"92 Gasoline",1020
77576,Gasoline (Mogas 95),,"95 Gasoline",1024
77577,Gasoline (Mogas 95R),,"95 Gasoline",1024
77578,Gasoline (MOGAS BS),,Gasoline,1534
77579,Gasoline (Motor Spirit),,Gasoline,1534
77580,Gasoline (Motor Spirit) - BS VI ( Pipeline Grade ),,Gasoline,1534
77581,Gasoline (Motor Spirit ( Gasoline )),,Gasoline,1534
77582,Gasoline (Motor Spirit (Gasoline )),,Gasoline,1534
77583,Gasoline (Motor Spirit (Gasoline)),,Gasoline,1534
77584,Gasoline (MTBE,,MTBE,1872
77585,Gasoline (MTBE),,MTBE,1872
77586,Gasoline (PBOB),,PBOB,2000
77587,Gasoline (Pyrolysis Gasoline),,Pyrolysis Gasoline,2062
77588,Gasoline R85,,"85 Gasoline",1008
77589,Gasoline (Raffinate),,Raffinate,2082
77590,Gasoline (Reformate),,Reformate,2098
77591,Gasoline (REFORMATE),,Reformate,2098
77592,Gasoline ROW 92,,"92 Gasoline",1020
77593,Gasoline (ULG 91R),,"91 Gasoline",1018
77594,Gasoline (ULG 92R),,"92 Gasoline",1020
77595,GasolineULG-95,,"95 Gasoline",1024
77596,Gasoline (ULG 98R),,"98 Gasoline",1030
77597,Gasoline (ULP,,Gasoline,1534
77598,Gasoline - Unleaded,,Gasoline,1534
77599,Gasoline (Unleaded Gasoline),,Gasoline,1534
77600,Gasoline (UNLEADED GASOLINE),,Gasoline,1534
77750,•GASOLINE 91,,"91 Gasoline",1018
77601,Gasoline (Unleaded Gasoline (Premium)),,Gasoline,1534
77602,Gasoline (Unleaded Gasoline (Regular)),,Gasoline,1534
77603,Gasoline US Regular,,Gasoline,1534
77604,Gasoline (US REGULAR),,Gasoline,1534
77605,mixed gasoline,,Gasoline,1534
77606,motor spirit -gasoline,,Gasoline,1534
77607,Motor Spirit (Gasoline ),,Gasoline,1534
77608,"Unleaded Gasoline 95 (VNT Terminal, Ventspils)",,"95 Gasoline",1024
77609,Unleaded Gasoline (Parcel 1),,Gasoline,1534
77610,Unleaded Gasoline (Parcel 2),,Gasoline,1534
77611,Unleaded Gasoline - VK Terminal,,Gasoline,1534
77612,Unleaded Gasoline (VK Terminal),,Gasoline,1534
77613,Unleaded Gasoline - VNT Terminal,,Gasoline,1534
77614,Unleaded Gasoline (VNT Terminal),,Gasoline,1534
77615,waf gasoline,,Gasoline,1534
77616,b210_naphtha,,Naphtha,1886
77617,B210 Naphtha,,Naphtha,1886
77618,B210_NAPHTHA,,Naphtha,1886
77619,EGTL Naphtha,,GTL Naphtha,2934
77620,HEAVY NAPHTHA A-320,,Heavy Naphtha,1588
77621,light cracked naphtha,,Light Catalytic Naphtha,1724
77622,Light Naphtha Pcl 1,,Light Naphtha,1734
77623,Light Naphtha Pcl 2,,Light Naphtha,1734
77624,low sulphur naphtha (le),,Naphtha,1886
77625,LOW SULPHUR NAPHTHA (LE),,Naphtha,1886
77626,LS NAPHTHA SPEC 2110,,Naphtha,1886
77627,Naphtha),,Naphtha,1886
77628,Naphtha 1,,Naphtha,1886
77629,Naphtha 2,,Naphtha,1886
77630,Naphtha - 2232,,Naphtha,1886
77631,Naphtha 3,,Naphtha,1886
77632,Naphtha (A-310),,Naphtha A-310,1890
77633,Naphtha (B210 Naphtha),,Naphtha,1886
77634,Naphtha (B220 Naphtha),,Naphtha,1886
77635,Naphtha – CFN,,Petrochemical Naphtha,2020
77636,Naphtha (CHEMICAL FEED NAPHTHA),,Petrochemical Naphtha,2020
77637,Naphtha (Discharge),,Naphtha,1886
77638,Naphtha (EGPC),,Naphtha,1886
77639,naphtha (enoc parcel),,Naphtha,1886
77641,Naphtha (Fujairah),,Naphtha,1886
77642,Naphtha (Grade 1),,Naphtha,1886
77643,Naphtha (Grade 2),,Naphtha,1886
77644,Naphtha (Heavy Naphtha),,Heavy Naphtha,1588
77645,Naphtha (HPCL 252 N),,Naphtha,1886
77646,Naphtha (ITT),,Naphtha,1886
77647,Naphtha (KAZ),,Naphtha,1886
77648,Naphtha (Light Naphtha),,Light Naphtha,1734
77649,Naphtha (LIGHT NAPHTHA),,Light Naphtha,1734
77650,Naphtha (Load),,Naphtha,1886
77651,Naphtha (LOW SULPHUR NAPHTHA),,Naphtha,1886
77652,Naphtha (L.S.),,Naphtha,1886
77653,Naphtha (LS Naphtha),,Naphtha,1886
77654,Naphtha (LS NAPHTHA),,Naphtha,1886
77655,Naphtha (LS NAPHTHA SPEC 2110),,Naphtha,1886
77656,Naphtha (LV Naphtha),,Light Virgin Naphtha,1738
77657,Naphtha (Naphtha Grade 1),,Naphtha,1886
77658,Naphtha (Naphtha Grade 2),,Naphtha,1886
77659,Naphtha (Naphtha (HVN)),,Heavy Virgin Naphtha,1590
77660,Naphtha (Naphtha (Off Kalamata)),,Naphtha,1886
77661,Naphtha (NRL),,Naphtha,1886
77662,Naphtha – Other,,Naphtha,1886
77663,naphtha - pearl gtl,,GTL Naphtha,2934
77664,Naphtha (Pipeline),,Naphtha,1886
77665,naphtha (pipeline / trucks),,Naphtha,1886
77666,Naphtha (PRL),,Naphtha,1886
77667,Naphtha (PRL Naphtha),,Naphtha,1886
77668,Naphtha – SCF,,Naphtha,1886
77669,Naphtha (Sikka),,Naphtha,1886
77670,Naphtha (Sohar),,Naphtha,1886
77671,Naphtha (South Korea),,Naphtha,1886
77672,Naphtha (Submitted Sample),,Naphtha,1886
77673,naphtha (trucks),,Naphtha,1886
77674,Naphtha (Trucks),,Naphtha,1886
77675,naphtha (vopak parcel),,Naphtha,1886
77676,Naphtha (Whole Naphtha (A-310)),,Naphtha A-310,1890
77677,Whole Naphtha - A-310,,Naphtha A-310,1890
77678,Whole Naphtha (A-310),,Naphtha A-310,1890
77679,WHOLE NAPHTHA - A-310,,Naphtha A-310,1890
77680,WHOLE NAPHTHA (A-310),,Naphtha A-310,1890
77681,AGO 10 PPM,4890,Ultra Low Sulfur Diesel,2326
77682,Diesel & Gas Oil (Gasoil 10 PPM (0.001%) S),,Ultra Low Sulfur Diesel,2326
77683,GAOIL 10ppm,,Ultra Low Sulfur Diesel,2326
77684,MGO 500 PPM,4890,Gasoil 500ppm,1514
77685,USLD 10 PPM,,Ultra Low Sulfur Diesel,2326
77686,Aviation Gas and Jet Fuel,,Jet,1644
77687,Aviation Gas and Jet Fuel (Aviation Gas and Jet Fuel),,Jet,1644
77688,Aviation Gas and Jet Fuel (DPK),,Kerosene/Jet,1672
77691,Aviation Gas and Jet Fuel (GOBC),,Jet,1644
77692,Aviation Gas and Jet Fuel (Jet A-1),,Jet A-1,1646
77693,Aviation Gas and Jet Fuel (Jet A1),,Jet A-1,1646
77694,Aviation Gas and Jet Fuel (JET A-1),,Jet A-1,1646
77695,Aviation Gas and Jet Fuel (JET A1),,Jet A-1,1646
77696,Aviation Gas and Jet Fuel (Kerosene),,Kerosene,1670
77697,Aviation Gas and Jet Fuel (KEROSENE),,Kerosene,1670
77698,Aviation Gas and Jet Fuel (Mixed Jet A1,,Jet A-1,1646
77699,Fuel Jet A-1,,Jet A-1,1646
77700,Parcel 1 - Jet A-1,,Jet A-1,1646
77701,AHM (Mogas),,Gasoline,1534
77702,Mogas 92R,,"92 Gasoline",1020
77703,Gasoline (Mogas 92R),4890,"92 Gasoline",1020
77704,MOGAS 92R (UNLEADED),,"92 Gasoline",1020
77705,MOGAS 92R,,"92 Gasoline",1020
77706,MOGAS 92R,302,"92 Gasoline",1020
77707,UNL MOGAS 92RON,,"92 Gasoline",1020
77708,MOGAS 92RON UNLEADED,,"92 Gasoline",1020
77709,MOGAS 92R,4861,"92 Gasoline",1020
77710,MOGAS 92RON UNLEADED (GASOLILNE),114,"92 Gasoline",1020
77711,Gasoline (Mogas 93 RON),4890,"93 Gasoline",1022
77712,Mogas 93,,"93 Gasoline",1022
77713,GASOLINE (MOGAS 93 RON),,"93 Gasoline",1022
77714,Mogas 93 (Ex FOT),,"93 Gasoline",1022
77715,GASOLINE(MOGAS 93 RON ),,"93 Gasoline",1022
77716,MOGAS 95 UNL,,"95 Gasoline",1024
77717,mogas blendstock - parcel 2- a,,Gasoline Blendstock,1536
77718,mogas blendstock - parcel 2- b,,Gasoline Blendstock,1536
77719,mogas bs,4890,Gasoline Blendstock,1536
77720,Gasoline (MOGAS BS),4890,Gasoline Blendstock,1536
77721,Other (ATI) (MOGAS BS),4890,Gasoline Blendstock,1536
77722,PETROL/ULG,,Gasoline,1534
77723,ulg-91,,"91 Gasoline",1018
77724,ULG-91,,"91 Gasoline",1018
77725,ULG-91,4890,"91 Gasoline",1018
77726,ulg-91,293,"91 Gasoline",1018
77727,ULG-91,4885,"91 Gasoline",1018
77728,Ulg-91,,"91 Gasoline",1018
77729,Gasoline ULG91,4890,"91 Gasoline",1018
77730,ULG91,,"91 Gasoline",1018
77731,Ulg91,,"91 Gasoline",1018
77732,ULG91,114,"91 Gasoline",1018
77733,ULG - 95,,"95 Gasoline",1024
77734,ulg - 95,,"95 Gasoline",1024
77735,ULG - 98,,"98 Gasoline",1030
77736,ulg - 98,,"98 Gasoline",1030
77737,ULG - 98,293,"98 Gasoline",1030
77738,Ulg - 98,,"98 Gasoline",1030
77739,aromatics hydrocarbon mixture (mogas),,Aviation Gasoline,1138
77740,avgas gasoline,,Aviation Gasoline,1138
77741,DCH GASOLINE,,Gasoline,1534
77742,DC/LD GASOLINE,,Gasoline,1534
77743,GASOLIE,,Gasoline,1534
77744,gasoliene,,Gasoline,1534
77745,Gasolin E,,Gasoline,1534
77746,gasoline 5,,Gasoline,1534
77747,gasoline 9,,Gasoline,1534
77748,GASOLINE 9,,Gasoline,1534
77749,GASOLINE91,,"91 Gasoline",1018
77751,GASOLINE  91,,"91 Gasoline",1018
77752,GASOLINE 91  (+/- 10%),,"91 Gasoline",1018
77753,GASOLINE 915,,"91 Gasoline",1018
77754,gasoline 91(a-381),,"91 Gasoline",1018
77755,GASOLINE 91(A-381),,"91 Gasoline",1018
77756,Gasoline 91 (Ex Vopak),,"91 Gasoline",1018
77757,GASOLINE  91 RON,,"91 Gasoline",1018
77758,"GASOLINE 91RON,",,"91 Gasoline",1018
77759,Gasoline - 95,,"95 Gasoline",1024
77760,•GASOLINE 95,,"95 Gasoline",1024
77761,GASOLINE  95,,"95 Gasoline",1024
77762,GASOLINE 95 (+/-10%),,"95 Gasoline",1024
77763,"GASOLINE 95 (+/-10%)7,450",,"95 Gasoline",1024
77764,Gasoline 95 (Low Olefin),,"95 Gasoline",1024
77765,GASOLINE 95 (LOW OLEFIN),,"95 Gasoline",1024
77766,GASOLINE 95R NON-OXY,,"95 Gasoline",1024
77767,gasoline – 95 ron,,"95 Gasoline",1024
77768,GASOLINE – 95 RON,,"95 Gasoline",1024
77769,GASOLINE/CPP,,Gasoline,1534
77770,GASOLINE (ENOC),,Gasoline,1534
77771,Gasoline (Ex Fot),,Gasoline,1534
77772,GASOLINE (EX - VOPAK),,Gasoline,1534
77773,Gasoline (Ex - Vopak) (3rd Parcel ),,Gasoline,1534
77774,Gasoline (VOPAK),,Gasoline,1534
77775,Gasollene,,Gasoline,1534
77776,ISOMERATE +  MOGAS,,Isomerate,2561
77777,LD/DCH GASOLINE,,Gasoline,1534
77778,Mogas 95 (Ex FOT),,"95 Gasoline",1024
77779,Mogas (Ex FOT),,Gasoline,1534
77780,MOGAS (EX FOT),,Gasoline,1534
77781,MOTOR GASOLINE 95(A-380),,"95 Gasoline",1024
77782,nigerian gasoline 91 ron,,"91 Gasoline",1018
77783,PREMIUM GASOLINE – 91 RON,,"91 Gasoline",1018
77784,reformate (mogas),,Reformate,2098
77785,Reformate (Mogas),,Reformate,2098
77786,ROB DCH GASOLINE,,Gasoline,1534
77787,ulg - 91,,"91 Gasoline",1018
77788,ULG - 91,,"91 Gasoline",1018
77789,UNLEADED  GASOLINE,,Gasoline,1534
77790,unleaded mogas 92 ron,,"92 Gasoline",1020
77791,US REGULAR (GASOLINE),,Gasoline,1534
77792,Jet-1,,Jet A-1,1646
77794,Jet- A1,,Jet A-1,1646
77795,JET (A1),,Jet A-1,1646
77796,jet (a1),293,Jet A-1,1646
77797,Jet (A1)-Vtti,,Jet A-1,1646
77798,Jet (A1),,Jet A-1,1646
77799,a-180 ngl naphtha,,Naphtha A-180,1888
77800,b220 naphtha,,Naphtha,1886
77801,B220 NAPHTHA,,Naphtha,1886
77802,HEAVY NAPHTHA (A-320),,Heavy Naphtha,1588
77803,h-naphtha,,Heavy Naphtha,1588
77804,light naphtha (ln),,Light Naphtha,1734
77805,LIGHT NAPHTHA (LN),,Light Naphtha,1734
77806,L-NAPHTHA,,Light Naphtha,1734
77807,ln naphtha,,Light Naphtha,1734
77808,Ln Naphtha,,Light Naphtha,1734
77809,naphha,,Naphtha,1886
77810,Naphha,,Naphtha,1886
77811,NAPHHA,,Naphtha,1886
77812,Naphtha (ENOC),,Naphtha,1886
77813,NAPHTHA (EX BPGIC),,Naphtha,1886
77814,Naphtha (Ex Vopak),,Naphtha,1886
77815,NAPHTHA (EX VOPAK),,Naphtha,1886
77816,Naphtha (ex VTTI),,Naphtha,1886
77817,Naphtha (Ex Vtti),,Naphtha,1886
77818,Naphtha (Ex VTTI),,Naphtha,1886
77819,NAPHTHA (EX VTTI),,Naphtha,1886
77820,NAPHTHA STEAM CRACKER,,Naphtha,1886
77821,Naphtha (Vtti),,Naphtha,1886
77822,Oryx Gtl Naphtha,,GTL Naphtha,2934
77823,Oryx GTL Naphtha,,GTL Naphtha,2934
77824,ORYX GTL NAPHTHA,,GTL Naphtha,2934
77825,pearl gtl naphtha (pnap),,GTL Naphtha,2934
77826,Raffinate (Naphtha),,Raffinate,2082
77827,whole naphtha (a-310),,Naphtha A-310,1890
90186,ETHYL-ALCOHOL,,Ethanol,1474
100438,GASOLINE(P),,Gasoline,1534
99049,WCN NAPHTHA,,Naphtha,1886
99050,"95 RON & 97 RON Unleaded Motor Gasoline",,Gasoline,1534
99051,HFJET FUEL,,Jet,1644
99052,jet a1 / queroseno,,Jet A-1,1646
99053,"Gasoline, Gasoline",,Gasoline,1534
99054,"91 Gasoline,95 Gasoline",,Gasoline,1534
99055,"Clean Petroleum Products,Naphtha",,Naphtha,1886
99132,N8 Naphtha,,Naphtha,1886
108637,MBT,,MTBE,1872
116338,gasoline 90 ron unleaded (pcl c),,"90 Gasoline",1016
116247,"ulsd ( 1w,5w )",,Ultra Low Sulfur Diesel,2326
116339,gasoline 90 ron unleaded (pcl b),,"90 Gasoline",1016
116990,"gasoline, ron95, great britain, winter",,"95 Gasoline",1024
117072,diesel (f76 naval),,F-76 Military Diesel,1484
116991,"unleaded gasoline, ron 92, great britain, winter",,"92 Gasoline",1020
117073,"95 e10 (rvp 70)",,"95 Gasoline",1024
117719,gasoline 95e10 winter,,"95 Gasoline",1024
117765,unleaded gasoline (eu),,Gasoline,1534
117854,HIGH OCTANE GASOLINE BLEND STOCK - RON 97.5,,"97 Gasoline",1028
117894,"GASOLINE 95 CLEAN ON BOARD: NOVEMBER 19, 2021 FREIGHT PAYABLE AS PER C",,"95 Gasoline",1024
116156,GASOLINE GASLIO,,Gasoline,1534
116341,gasoline 90 ron unleaded (pcl a),,"90 Gasoline",1016
116992,eu qualified reformate,,Reformate,2098
117074,go500 ppm (0/-11),,Gasoil 500ppm,1514
117720,pyrolysis gasoline  c9+,,Pyrolysis Gasoline,2062
117766,"e10 gasoline, ron 95, faroe island,winter, no.2",,"95 Gasoline",1024
117811,high ron gasoline,,Gasoline,1534
117855,"GASOLINE 90 CLEAN OB BOARD: JANUARY 25, 2021 FREIGHT PAYABLE AS PER CH",,"90 Gasoline",1016
117895,GASOLINE 90 CLEAN ON BOARD: DECEMB 2ND 2021 FREIGHT PAYABLE AS PER CHA,,"90 Gasoline",1016
116250,ulsd 10 ppm spanish summer,,Ultra Low Sulfur Diesel,2326
116993,regular 87 / m3 ( total ),,"87 Gasoline",1010
117075,unleaded conv blndstk oxy (cbobunl 7.8m / 58kpa),,CBOB,1294
117721,gasoline blendstock ethyl tert- butyl ether (etbe),,ETBE,1470
117767,"unleaded gasoline, ron 95, great britain, winter, no.14, e5 base",,"95 Gasoline",1024
117812,gasoline 97r unleaded,,"97 Gasoline",1028
116994,unleaded gasoline 95 ron (eu),,"95 Gasoline",1024
117076,unleaded conv blndstk oxy (cbobunl 13.5m / 95kpa),,CBOB,1294
117722,gasoline euro gasoline,,Gasoline,1534
117768,"unleaded gasoline, ron 92, great britain, winter, no.2, e10 base",,"92 Gasoline",1020
117813,gasoline 97 ron unleaded,,"97 Gasoline",1028
117856,"GASOLINE 90 CLEAN ON BOARD: MARCH 15, 2021 FREIGHT PAYABLE AS PER CHAR",,"90 Gasoline",1016
117896,GASOLINE 95 CLEAN ON BOARD: DECEMBER 2ND 2021 FREIGHT PAYABLE AS PER C,,"95 Gasoline",1024
116159,gasoline 92 ron unleaded (pcl c),,"92 Gasoline",1020
116344,gasoline 98 ron unleaded (pcl b),,"98 Gasoline",1030
116995,parcel 3 (catgas.),,Catalytic Cracked Gasoline,1288
117077,canadian premium gasoline (cbobpre 7.8m / 53kpa),,CBOB Premium,1296
117457,reformate heart cut,,Reformate,2098
117723,gasoline euro 95 10 ppm,,"95 Gasoline",1024
116160,gasoline 92 ron unleaded (pcl b),,"92 Gasoline",1020
116253,ulsd 10 ppm fame free,,Ultra Low Sulfur Diesel,2326
116345,gasoline 98 ron unleaded (pcl a),,"98 Gasoline",1030
116996,parcel 4 (catgas),,Catalytic Cracked Gasoline,1288
117078,igo (industrial heating oil),,Heating Oil,1582
117724,gasoline e10 bob w,,Gasoline E10,3177
117769,"e10 gasoline, advanced, ron95, norway, win",,"95 Gasoline",1024
117814,"96r unleaded gasoline",,"89 Gasoline",1014
117857,"GASOLINE 97 CLEAN ON BOARD: MARCH 15, 2021 FREIGHT PAYABLE AS PER CHAR",,"97 Gasoline",1028
117897,GASOLINE 97 CLEAN ON BOARD: DECEMBER 2ND 2021 FREIGHT PAYABLE AS PER C,,"97 Gasoline",1028
117969,GASOLINE 90   DECEMB,,"90 Gasoline",1016
118000,GASOLINE - RBOB 87 RON,,"87 Gasoline",1010
118028,motor spirit (gasoline 90 ron),,"90 Gasoline",1016
116997,"95 e10 (rvp100)",,"95 Gasoline",1024
116998,en590-b0,,Ultra Low Sulfur Diesel,2326
113044,ESSENCE LEAD-FREE,,Gasoline,1534
118753,detillled ethanol,,Ethanol,1474
118754,DENATURED INDUSTRIAL ETHA,,Industrial Ethanol,3082
98845,RAS LAFFAN FULL RANGE NAPHTHA,,Full Range Naphtha (FRN),3076
118755,ANHYDROUS ETHA,,Ethanol,1474
113045,gasoline base essence,,Gasoline,1534
113046,base essence,,Gasoline,1534
113047,ESSENCES SANS PLOMB,,Gasoline,1534
116999,gasoline bolivia 83,,"83 Gasoline",1004
117079,naphtha (free range heavy naphtha),,Heavy Naphtha,1588
113048,BASE ESSENCE,,Gasoline,1534
116162,gasoline 92 ron unleaded (pcl a),,"92 Gasoline",1020
116255,ulsd (b0),,Ultra Low Sulfur Diesel,2326
116347,gasoline euro 3 (92 unl),,"92 Gasoline",1020
113049, ESSENCE SUPER SANS PLOMB,,Gasoline,1534
100546,MOGAS 87 OCT,,"87 Gasoline",1010
116163,gasoline 92 ron non oxy,,"92 Gasoline",1020
113050,Base Essence,,Gasoline,1534
116164,GASOLINE 92 R,,"92 Gasoline",1020
116257,"ulsd 10ppm (bo,h10)",,Ultra Low Sulfur Diesel,2326
100550,F4 - RBOB Regular Grade,,RBOB,2092
100551,F5 - RBOB,,RBOB,2092
116349,gasoline (parcel 20.000 m/t),,Gasoline,1534
117000,pygas (i),,Pyrolysis Gasoline,2062
113051, I.ESSENCE,,Gasoline,1534
113052,essence super,,Gasoline,1534
116350,gasoline (parcel 17.000 m/t),,Gasoline,1534
116616,"e10 gasoline, ron95, norway, summer, no.5",,"95 Gasoline",1024
116698,can cbob 58kpa,,CBOB,1294
117001,pygas (ii),,Pyrolysis Gasoline,2062
117138,GASOLINE A 92,,"92 Gasoline",1020
69989,AVIATION KEROSENE,,Jet A-1,1646
113053,chargement essence,,Gasoline,1534
116166,motor spirit (gasoline 92 ron),,"92 Gasoline",1020
116259,ULSD 10PPM UK SUMMER,,Ultra Low Sulfur Diesel,2326
116617,"e10 gasoline, ron95",,"95 Gasoline",1024
113054,mteb (additif pour essence sans plomb),,MTBE,1872
113055,ort essence sans plomb,,Gasoline,1534
116167,GASOLINE 92RON (NON-0XY),,"92 Gasoline",1020
116352,gasoline en 228 summer non-oxy,,Gasoline,1534
117002,naphtha  (parcel 1 priolo),,Naphtha,1886
113056,ESSENCES UNLEADED,,Gasoline,1534
113057,ESSENCE DE PETROLE,,Gasoline,1534
116261,ULSD (B0),,Ultra Low Sulfur Diesel,2326
117003,naphtha (parcel 2 milazzo),,Naphtha,1886
117081,c.p.p.,,Clean petroleum products,1328
117139,Gasoline - Discharging,,Gasoline,1534
113058,essence en transit,,Gasoline,1534
113059,ESSENCES SPECIALES,,Gasoline,1534
113060,Essences spé,,Gasoline,1534
